finetune_all,nce_scale,pseudo_thresh,backbone_lr_mult,final_acc,final_f1,final_auc,elapsed_seconds
False,0.0,0.9,,0.49310344827586206,0.504085105604953,0.6198275862068966,38.36149501800537
False,0.0,0.95,,0.2681992337164751,0.22904486838912966,0.4511494252873563,33.517457485198975
True,0.1,0.9,0.1,0.8057471264367816,0.8057948321018439,0.8543103448275863,36.626020193099976
True,0.1,0.95,0.1,0.7394636015325671,0.7324233337663708,0.8045977011494253,36.877041816711426
True,1.0,0.9,0.5,0.8440613026819923,0.8456337392831615,0.8830459770114943,35.37818789482117
